Row;s_level_name;e_full_name;e_INN_code;s_sec_type_name_dop;s_sec_form_name_full;s_RTS_code;s_ISIN_code;si_gos_reg_num;si_gos_reg_date;s_face_value;s_face_value_currency;s_quot_list_in_date;s_segment;s_date_defolt;s_date_technic_defolt
152;Некотировальная часть Списка;People's United Financial, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PBCT;US7127041058;;;0,010000000000;USD;17.11.2016 0:00:00;;;
153;Некотировальная часть Списка;Simon Property Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;SPG;US8288061091;;;0,000100000000;USD;17.11.2016 0:00:00;;;
154;Некотировальная часть Списка;FLIR Systems, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;FLIR;US3024451011;;;0,010000000000;USD;17.11.2016 0:00:00;;;
155;Некотировальная часть Списка;PPG Industries, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PPG;US6935061076;;;1,670000000000;USD;17.11.2016 0:00:00;;;
156;Некотировальная часть Списка;Lam Research Corporation;;Акции;Акции иностранного эмитента  обыкновенные;LRCX;US5128071082;;;0,001000000000;USD;17.11.2016 0:00:00;;;
157;Некотировальная часть Списка;CenterPoint Energy, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CNP;US15189T1079;;;0,010000000000;USD;17.11.2016 0:00:00;;;
158;Некотировальная часть Списка;The Allstate Corporation;;Акции;Акции иностранного эмитента  обыкновенные;ALL;US0200021014;;;0,010000000000;USD;17.11.2016 0:00:00;;;
159;Некотировальная часть Списка;Host Hotels & Resorts, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HST;US44107P1049;;;0,010000000000;USD;17.11.2016 0:00:00;;;
160;Некотировальная часть Списка;Pitney Bowes Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PBI;US7244791007;;;1,000000000000;USD;17.11.2016 0:00:00;;;
161;Некотировальная часть Списка;Ingersoll-Rand public limited company;;Акции;Акции иностранного эмитента  обыкновенные;IR;IE00B6330302;;;1,000000000000;USD;17.11.2016 0:00:00;;;
162;Некотировальная часть Списка;Marsh & McLennan Companies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;MMC;US5717481023;;;1,000000000000;USD;17.11.2016 0:00:00;;;
163;Некотировальная часть Списка;Brown-Forman Corporation;;Акции;Акции иностранного эмитента  обыкновенные класса B;BF.B;US1156372096;;;0,150000000000;USD;17.11.2016 0:00:00;;;
164;Некотировальная часть Списка;Marathon Petroleum Corporation;;Акции;Акции иностранного эмитента  обыкновенные;MPC;US56585A1025;;;0,010000000000;USD;17.11.2016 0:00:00;;;
165;Некотировальная часть Списка;Northern Trust Corporation;;Акции;Акции иностранного эмитента  обыкновенные;NTRS;US6658591044;;;1,667000000000;USD;17.11.2016 0:00:00;;;
166;Некотировальная часть Списка;Xilinx, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;XLNX;US9839191015;;;0,010000000000;USD;17.11.2016 0:00:00;;;
167;Некотировальная часть Списка;Cimarex Energy Co.;;Акции;Акции иностранного эмитента  обыкновенные;XEC;US1717981013;;;0,010000000000;USD;17.11.2016 0:00:00;;;
168;Некотировальная часть Списка;Alexion Pharmaceuticals, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ALXN;US0153511094;;;0,000100000000;USD;17.11.2016 0:00:00;;;
169;Некотировальная часть Списка;V.F. Corporation;;Акции;Акции иностранного эмитента  обыкновенные;VFC;US9182041080;;;;;17.11.2016 0:00:00;;;
170;Некотировальная часть Списка;Chubb Limited;;Акции;Акции иностранного эмитента  обыкновенные;CB;CH0044328745;;;24,150000000000;CHF;17.11.2016 0:00:00;;;
171;Некотировальная часть Списка;Chipotle Mexican Grill, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CMG;US1696561059;;;0,010000000000;USD;17.11.2016 0:00:00;;;
172;Некотировальная часть Списка;Ventas, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;VTR;US92276F1003;;;0,250000000000;USD;17.11.2016 0:00:00;;;
173;Некотировальная часть Списка;Prudential Financial, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PRU;US7443201022;;;0,010000000000;USD;17.11.2016 0:00:00;;;
174;Некотировальная часть Списка;Texas Instruments Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;TXN;US8825081040;;;1,000000000000;USD;17.11.2016 0:00:00;;;
175;Некотировальная часть Списка;Moody's Corporation;;Акции;Акции иностранного эмитента  обыкновенные;MCO;US6153691059;;;0,010000000000;USD;17.11.2016 0:00:00;;;
176;Некотировальная часть Списка;The PNC Financial Services Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PNC;US6934751057;;;5,000000000000;USD;17.11.2016 0:00:00;;;
177;Некотировальная часть Списка;Discovery, Inс.;;Акции;Акции иностранного эмитента  обыкновенные класса C;DISCK;US25470F3029;;;0,010000000000;USD;17.11.2016 0:00:00;;;
178;Некотировальная часть Списка;Weyerhaeuser Company;;Акции;Акции иностранного эмитента  обыкновенные;WY;US9621661043;;;1,250000000000;USD;17.11.2016 0:00:00;;;
179;Некотировальная часть Списка;Skyworks Solutions, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;SWKS;US83088M1027;;;0,250000000000;USD;17.11.2016 0:00:00;;;
180;Некотировальная часть Списка;Affiliated Managers Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AMG;US0082521081;;;0,010000000000;USD;17.11.2016 0:00:00;;;
181;Некотировальная часть Списка;Cognizant Technology Solutions Corporation;;Акции;Акции иностранного эмитента  обыкновенные класса A;CTSH;US1924461023;;;0,010000000000;USD;17.11.2016 0:00:00;;;
182;Некотировальная часть Списка;Air Products & Chemicals, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;APD;US0091581068;;;1,000000000000;USD;17.11.2016 0:00:00;;;
183;Некотировальная часть Списка;Costco Wholesale Corporation;;Акции;Акции иностранного эмитента  обыкновенные;COST;US22160K1051;;;0,005000000000;USD;17.11.2016 0:00:00;;;
184;Некотировальная часть Списка;The Southern Company;;Акции;Акции иностранного эмитента  обыкновенные;SO;US8425871071;;;5,000000000000;USD;17.11.2016 0:00:00;;;
185;Некотировальная часть Списка;Twenty-First Century Fox, Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса A;FOXA;US90130A1016;;;0,010000000000;USD;17.11.2016 0:00:00;;;
186;Некотировальная часть Списка;Teradata Corporation;;Акции;Акции иностранного эмитента  обыкновенные;TDC;US88076W1036;;;0,010000000000;USD;17.11.2016 0:00:00;;;
187;Некотировальная часть Списка;Boston Properties, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;BXP;US1011211018;;;0,010000000000;USD;17.11.2016 0:00:00;;;
188;Некотировальная часть Списка;Discovery, Inс.;;Акции;Акции иностранного эмитента  обыкновенные класса A;DISCA;US25470F1049;;;0,010000000000;USD;17.11.2016 0:00:00;;;
189;Некотировальная часть Списка;National Oilwell Varco, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;NOV;US6370711011;;;0,010000000000;USD;17.11.2016 0:00:00;;;
190;Некотировальная часть Списка;Helmerich & Payne, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HP;US4234521015;;;0,100000000000;USD;17.11.2016 0:00:00;;;
191;Некотировальная часть Списка;Anthem, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ANTM;US0367521038;;;0,010000000000;USD;17.11.2016 0:00:00;;;
192;Некотировальная часть Списка;Henry Schein, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HSIC;US8064071025;;;0,010000000000;USD;17.11.2016 0:00:00;;;
193;Некотировальная часть Списка;ONEOK, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;OKE;US6826801036;;;0,010000000000;USD;17.11.2016 0:00:00;;;
194;Некотировальная часть Списка;Iron Mountain Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;IRM;US46284V1017;;;0,010000000000;USD;17.11.2016 0:00:00;;;
195;Некотировальная часть Списка;Electronic Arts Inc.;;Акции;Акции иностранного эмитента  обыкновенные;EA;US2855121099;;;0,010000000000;USD;17.11.2016 0:00:00;;;
196;Некотировальная часть Списка;News Corporation;;Акции;Акции иностранного эмитента  обыкновенные класса A;NWSA;US65249B1098;;;0,010000000000;USD;17.11.2016 0:00:00;;;
197;Некотировальная часть Списка;Zions Bancorporation;;Акции;Акции иностранного эмитента  обыкновенные;ZION;US9897011071;;;;;17.11.2016 0:00:00;;;
198;Некотировальная часть Списка;Royal Caribbean Cruises Ltd.;;Акции;Акции иностранного эмитента  обыкновенные;RCL;LR0008862868;;;0,010000000000;USD;17.11.2016 0:00:00;;;
199;Некотировальная часть Списка;Citizens Financial Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CFG;US1746101054;;;0,010000000000;USD;17.11.2016 0:00:00;;;
200;Некотировальная часть Списка;Transocean Ltd.;;Акции;Акции иностранного эмитента  обыкновенные;RIG;CH0048265513;;;0,100000000000;CHF;17.11.2016 0:00:00;;;
201;Некотировальная часть Списка;Abbott Laboratories;;Акции;Акции иностранного эмитента  обыкновенные;ABT;US0028241000;;;;;17.11.2016 0:00:00;;;
202;Некотировальная часть Списка;American Airlines Group Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AAL;US02376R1023;;;0,010000000000;USD;17.11.2016 0:00:00;;;
203;Некотировальная часть Списка;CBRE Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса A;CBRE;US12504L1098;;;0,010000000000;USD;17.11.2016 0:00:00;;;
204;Некотировальная часть Списка;Crown Castle International Corp.;;Акции;Акции иностранного эмитента  обыкновенные;CCI;US22822V1017;;;0,010000000000;USD;17.11.2016 0:00:00;;;
205;Некотировальная часть Списка;Bed Bath & Beyond Inc.;;Акции;Акции иностранного эмитента  обыкновенные;BBBY;US0758961009;;;0,010000000000;USD;17.11.2016 0:00:00;;;
206;Некотировальная часть Списка;Aflac Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;AFL;US0010551028;;;0,100000000000;USD;17.11.2016 0:00:00;;;
207;Некотировальная часть Списка;PerkinElmer, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PKI;US7140461093;;;1,000000000000;USD;17.11.2016 0:00:00;;;
208;Некотировальная часть Списка;Conagra Brands, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CAG;US2058871029;;;5,000000000000;USD;17.11.2016 0:00:00;;;
209;Некотировальная часть Списка;Varian Medical Systems, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;VAR;US92220P1057;;;1,000000000000;USD;17.11.2016 0:00:00;;;
210;Некотировальная часть Списка;The Travelers Companies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;TRV;US89417E1091;;;;;17.11.2016 0:00:00;;;
211;Некотировальная часть Списка;General Mills, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;GIS;US3703341046;;;0,100000000000;USD;17.11.2016 0:00:00;;;
212;Некотировальная часть Списка;Sysco Corporation;;Акции;Акции иностранного эмитента  обыкновенные;SYY;US8718291078;;;1,000000000000;USD;17.11.2016 0:00:00;;;
213;Некотировальная часть Списка;Mallinckrodt public limited company;;Акции;Акции иностранного эмитента  обыкновенные;MNK;IE00BBGT3753;;;0,200000000000;USD;17.11.2016 0:00:00;;;
214;Некотировальная часть Списка;Realty Income Corporation;;Акции;Акции иностранного эмитента  обыкновенные;O;US7561091049;;;0,010000000000;USD;17.11.2016 0:00:00;;;
215;Некотировальная часть Списка;Comerica Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;CMA;US2003401070;;;5,000000000000;USD;17.11.2016 0:00:00;;;
216;Некотировальная часть Списка;Michael Kors Holdings Limited;;Акции;Акции иностранного эмитента  обыкновенные;KORS;VGG607541015;;;;;17.11.2016 0:00:00;;;
217;Некотировальная часть Списка;Molson Coors Brewing Company;;Акции;Акции иностранного эмитента  обыкновенные класса B;TAP;US60871R2094;;;0,010000000000;USD;17.11.2016 0:00:00;;;
218;Некотировальная часть Списка;Mattel, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;MAT;US5770811025;;;1,000000000000;USD;17.11.2016 0:00:00;;;
219;Некотировальная часть Списка;M&T Bank Corporation;;Акции;Акции иностранного эмитента  обыкновенные;MTB;US55261F1049;;;0,500000000000;USD;17.11.2016 0:00:00;;;
220;Некотировальная часть Списка;Eastman Chemical Company;;Акции;Акции иностранного эмитента  обыкновенные;EMN;US2774321002;;;0,010000000000;USD;17.11.2016 0:00:00;;;
221;Некотировальная часть Списка;McKesson Corporation;;Акции;Акции иностранного эмитента  обыкновенные;MCK;US58155Q1031;;;0,010000000000;USD;17.11.2016 0:00:00;;;
222;Некотировальная часть Списка;AvalonBay Communities, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AVB;US0534841012;;;0,010000000000;USD;17.11.2016 0:00:00;;;
223;Некотировальная часть Списка;Xcel Energy Inc.;;Акции;Акции иностранного эмитента  обыкновенные;XEL;US98389B1008;;;2,500000000000;USD;17.11.2016 0:00:00;;;
224;Некотировальная часть Списка;Edison International;;Акции;Акции иностранного эмитента  обыкновенные;EIX;US2810201077;;;;;17.11.2016 0:00:00;;;
225;Некотировальная часть Списка;Lennar Corporation;;Акции;Акции иностранного эмитента  обыкновенные класса A;LEN;US5260571048;;;0,100000000000;USD;17.11.2016 0:00:00;;;
226;Некотировальная часть Списка;Cabot Oil & Gas Corporation;;Акции;Акции иностранного эмитента  обыкновенные;COG;US1270971039;;;0,100000000000;USD;17.11.2016 0:00:00;;;
227;Некотировальная часть Списка;KLA-Tencor Corporation;;Акции;Акции иностранного эмитента  обыкновенные;KLAC;US4824801009;;;0,001000000000;USD;17.11.2016 0:00:00;;;
228;Некотировальная часть Списка;Automatic Data Processing, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ADP;US0530151036;;;0,100000000000;USD;17.11.2016 0:00:00;;;
229;Некотировальная часть Списка;Martin Marietta Materials, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;MLM;US5732841060;;;0,010000000000;USD;17.11.2016 0:00:00;;;
230;Некотировальная часть Списка;Patterson Companies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PDCO;US7033951036;;;0,010000000000;USD;17.11.2016 0:00:00;;;
231;Некотировальная часть Списка;Navient Corporation;;Акции;Акции иностранного эмитента  обыкновенные;NAVI;US63938C1080;;;0,010000000000;USD;17.11.2016 0:00:00;;;
232;Некотировальная часть Списка;WestRock Company;;Акции;Акции иностранного эмитента  обыкновенные;WRK;US96145D1054;;;0,010000000000;USD;17.11.2016 0:00:00;;;
233;Некотировальная часть Списка;Laboratory Corporation of America Holdings;;Акции;Акции иностранного эмитента  обыкновенные;LH;US50540R4092;;;0,100000000000;USD;17.11.2016 0:00:00;;;
234;Некотировальная часть Списка;Extra Space Storage Inc.;;Акции;Акции иностранного эмитента  обыкновенные;EXR;US30225T1025;;;0,010000000000;USD;17.11.2016 0:00:00;;;
235;Некотировальная часть Списка;Campbell Soup Company;;Акции;Акции иностранного эмитента  обыкновенные;CPB;US1344291091;;;0,037500000000;USD;17.11.2016 0:00:00;;;
236;Некотировальная часть Списка;TE Connectivity Ltd.;;Акции;Акции иностранного эмитента  обыкновенные;TEL;CH0102993182;;;0,570000000000;CHF;17.11.2016 0:00:00;;;
237;Некотировальная часть Списка;Carnival Corporation;;Акции;Акции иностранного эмитента  обыкновенные;CCL;PA1436583006;;;0,010000000000;USD;17.11.2016 0:00:00;;;
238;Некотировальная часть Списка;Zoetis Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ZTS;US98978V1035;;;0,010000000000;USD;17.11.2016 0:00:00;;;
239;Некотировальная часть Списка;Cigna Corporation;;Акции;Акции иностранного эмитента  обыкновенные;CI;US1255091092;;;0,250000000000;USD;17.11.2016 0:00:00;;;
240;Некотировальная часть Списка;Yum! Brands, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;YUM;US9884981013;;;;;17.11.2016 0:00:00;;;
241;Некотировальная часть Списка;BB&T Corporation;;Акции;Акции иностранного эмитента  обыкновенные;BBT;US0549371070;;;5,000000000000;USD;17.11.2016 0:00:00;;;
242;Некотировальная часть Списка;UDR, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;UDR;US9026531049;;;0,010000000000;USD;17.11.2016 0:00:00;;;
243;Некотировальная часть Списка;Aon plc;;Акции;Акции иностранного эмитента  обыкновенные класса A;AON;GB00B5BT0K07;;;0,010000000000;USD;17.11.2016 0:00:00;;;
244;Некотировальная часть Списка;NetApp, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;NTAP;US64110D1046;;;0,001000000000;USD;17.11.2016 0:00:00;;;
245;Некотировальная часть Списка;Eli Lilly and Company;;Акции;Акции иностранного эмитента  обыкновенные;LLY;US5324571083;;;;;17.11.2016 0:00:00;;;
246;Некотировальная часть Списка;Wyndham Destinations, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;WYND;US98310W1080;;;0,010000000000;USD;17.11.2016 0:00:00;;;
247;Некотировальная часть Списка;EQT Corporation;;Акции;Акции иностранного эмитента  обыкновенные;EQT;US26884L1098;;;;;17.11.2016 0:00:00;;;
248;Некотировальная часть Списка;HCP, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HCP;US40414L1098;;;1,000000000000;USD;17.11.2016 0:00:00;;;
249;Некотировальная часть Списка;Wynn Resorts, Limited;;Акции;Акции иностранного эмитента  обыкновенные;WYNN;US9831341071;;;0,010000000000;USD;17.11.2016 0:00:00;;;
250;Некотировальная часть Списка;Invesco Ltd.;;Акции;Акции иностранного эмитента  обыкновенные;IVZ;BMG491BT1088;;;0,200000000000;USD;17.11.2016 0:00:00;;;
251;Некотировальная часть Списка;FirstEnergy Corp.;;Акции;Акции иностранного эмитента  обыкновенные;FE;US3379321074;;;0,100000000000;USD;17.11.2016 0:00:00;;;
252;Некотировальная часть Списка;Ball Corporation;;Акции;Акции иностранного эмитента  обыкновенные;BLL;US0584981064;;;;;17.11.2016 0:00:00;;;
253;Некотировальная часть Списка;AutoNation, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AN;US05329W1027;;;0,010000000000;USD;17.11.2016 0:00:00;;;
254;Некотировальная часть Списка;Tyson Foods, Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса A;TSN;US9024941034;;;0,100000000000;USD;17.11.2016 0:00:00;;;
255;Некотировальная часть Списка;Vulcan Materials Company;;Акции;Акции иностранного эмитента  обыкновенные;VMC;US9291601097;;;1,000000000000;USD;17.11.2016 0:00:00;;;
256;Некотировальная часть Списка;Tapestry, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;TPR;US8760301072;;;0,010000000000;USD;17.11.2016 0:00:00;;;
257;Некотировальная часть Списка;Thermo Fisher Scientific Inc.;;Акции;Акции иностранного эмитента  обыкновенные;TMO;US8835561023;;;1,000000000000;USD;17.11.2016 0:00:00;;;
258;Некотировальная часть Списка;The Goodyear Tire & Rubber Company;;Акции;Акции иностранного эмитента  обыкновенные;GT;US3825501014;;;;;17.11.2016 0:00:00;;;
259;Некотировальная часть Списка;PPL Corporation;;Акции;Акции иностранного эмитента  обыкновенные;PPL;US69351T1060;;;0,010000000000;USD;17.11.2016 0:00:00;;;
260;Некотировальная часть Списка;Activision Blizzard, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ATVI;US00507V1098;;;0,000001000000;USD;17.11.2016 0:00:00;;;
261;Некотировальная часть Списка;The Clorox Company;;Акции;Акции иностранного эмитента  обыкновенные;CLX;US1890541097;;;1,000000000000;USD;17.11.2016 0:00:00;;;
262;Некотировальная часть Списка;Allegion Public Limited Company;;Акции;Акции иностранного эмитента  обыкновенные;ALLE;IE00BFRT3W74;;;0,010000000000;USD;17.11.2016 0:00:00;;;
263;Некотировальная часть Списка;Archer-Daniels-Midland Company;;Акции;Акции иностранного эмитента  обыкновенные;ADM;US0394831020;;;;;17.11.2016 0:00:00;;;
264;Некотировальная часть Списка;The Estee Lauder Companies Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса A;EL;US5184391044;;;0,010000000000;USD;17.11.2016 0:00:00;;;
265;Некотировальная часть Списка;Aetna Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AET;US00817Y1082;;;0,010000000000;USD;17.11.2016 0:00:00;;;
266;Некотировальная часть Списка;Ameriprise Financial, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AMP;US03076C1062;;;0,010000000000;USD;17.11.2016 0:00:00;;;
267;Некотировальная часть Списка;CVS Health Corporation;;Акции;Акции иностранного эмитента  обыкновенные;CVS;US1266501006;;;0,010000000000;USD;17.11.2016 0:00:00;;;
268;Некотировальная часть Списка;Kimberly-Clark Corporation;;Акции;Акции иностранного эмитента  обыкновенные;KMB;US4943681035;;;1,250000000000;USD;17.11.2016 0:00:00;;;
269;Некотировальная часть Списка;Sempra Energy;;Акции;Акции иностранного эмитента  обыкновенные;SRE;US8168511090;;;;;17.11.2016 0:00:00;;;
270;Некотировальная часть Списка;Principal Financial Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PFG;US74251V1026;;;0,010000000000;USD;17.11.2016 0:00:00;;;
271;Некотировальная часть Списка;Universal Health Services, Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса B;UHS;US9139031002;;;0,010000000000;USD;17.11.2016 0:00:00;;;
272;Некотировальная часть Списка;Intuit Inc.;;Акции;Акции иностранного эмитента  обыкновенные;INTU;US4612021034;;;0,010000000000;USD;17.11.2016 0:00:00;;;
273;Некотировальная часть Списка;The Macerich Company;;Акции;Акции иностранного эмитента  обыкновенные;MAC;US5543821012;;;0,010000000000;USD;17.11.2016 0:00:00;;;
274;Некотировальная часть Списка;Omnicom Group Inc.;;Акции;Акции иностранного эмитента  обыкновенные;OMC;US6819191064;;;0,150000000000;USD;17.11.2016 0:00:00;;;
275;Некотировальная часть Списка;Nucor Corporation;;Акции;Акции иностранного эмитента  обыкновенные;NUE;US6703461052;;;0,400000000000;USD;17.11.2016 0:00:00;;;
276;Некотировальная часть Списка;T. Rowe Price Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;TROW;US74144T1088;;;0,200000000000;USD;17.11.2016 0:00:00;;;
277;Некотировальная часть Списка;NextEra Energy, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;NEE;US65339F1012;;;0,010000000000;USD;17.11.2016 0:00:00;;;
278;Некотировальная часть Списка;Synchrony Financial;;Акции;Акции иностранного эмитента  обыкновенные;SYF;US87165B1035;;;0,001000000000;USD;17.11.2016 0:00:00;;;
279;Некотировальная часть Списка;Applied Materials, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AMAT;US0382221051;;;0,010000000000;USD;17.11.2016 0:00:00;;;
280;Некотировальная часть Списка;Cardinal Health, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CAH;US14149Y1082;;;;;17.11.2016 0:00:00;;;
281;Некотировальная часть Списка;Apartment Investment & Management Company;;Акции;Акции иностранного эмитента  обыкновенные класса A;AIV;US03748R1014;;;0,010000000000;USD;17.11.2016 0:00:00;;;
282;Некотировальная часть Списка;The Western Union Company;;Акции;Акции иностранного эмитента  обыкновенные;WU;US9598021098;;;0,010000000000;USD;17.11.2016 0:00:00;;;
283;Некотировальная часть Списка;Keurig Dr Pepper Inc.;;Акции;Акции иностранного эмитента  обыкновенные;KDP;US49271V1008;;;0,010000000000;USD;17.11.2016 0:00:00;;;
284;Некотировальная часть Списка;Murphy Oil Corporation;;Акции;Акции иностранного эмитента  обыкновенные;MUR;US6267171022;;;1,000000000000;USD;17.11.2016 0:00:00;;;
285;Некотировальная часть Списка;The Kraft Heinz Company;;Акции;Акции иностранного эмитента  обыкновенные;KHC;US5007541064;;;0,010000000000;USD;17.11.2016 0:00:00;;;
286;Некотировальная часть Списка;Symantec Corporation;;Акции;Акции иностранного эмитента  обыкновенные;SYMC;US8715031089;;;0,010000000000;USD;17.11.2016 0:00:00;;;
287;Некотировальная часть Списка;Vertex Pharmaceuticals Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;VRTX;US92532F1003;;;0,010000000000;USD;17.11.2016 0:00:00;;;
288;Некотировальная часть Списка;BorgWarner Inc.;;Акции;Акции иностранного эмитента  обыкновенные;BWA;US0997241064;;;0,010000000000;USD;17.11.2016 0:00:00;;;
289;Некотировальная часть Списка;The Gap, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;GPS;US3647601083;;;0,050000000000;USD;17.11.2016 0:00:00;;;
290;Некотировальная часть Списка;salesforce.com, inc.;;Акции;Акции иностранного эмитента  обыкновенные;CRM;US79466L3024;;;0,001000000000;USD;17.11.2016 0:00:00;;;
291;Некотировальная часть Списка;SCANA Corporation;;Акции;Акции иностранного эмитента  обыкновенные;SCG;US80589M1027;;;;;17.11.2016 0:00:00;;;
292;Некотировальная часть Списка;News Corporation;;Акции;Акции иностранного эмитента  обыкновенные класса B;NWS;US65249B2088;;;0,010000000000;USD;17.11.2016 0:00:00;;;
293;Некотировальная часть Списка;Ralph Lauren Corporation;;Акции;Акции иностранного эмитента  обыкновенные класса A;RL;US7512121010;;;0,010000000000;USD;17.11.2016 0:00:00;;;
294;Некотировальная часть Списка;Praxair, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PX;US74005P1049;;;0,010000000000;USD;17.11.2016 0:00:00;;;
295;Некотировальная часть Списка;Essex Property Trust, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ESS;US2971781057;;;0,000100000000;USD;17.11.2016 0:00:00;;;
296;Некотировальная часть Списка;DTE Energy Company;;Акции;Акции иностранного эмитента  обыкновенные;DTE;US2333311072;;;;;17.11.2016 0:00:00;;;
297;Некотировальная часть Списка;Fiserv, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;FISV;US3377381088;;;0,010000000000;USD;17.11.2016 0:00:00;;;
298;Некотировальная часть Списка;Owens-Illinois, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;OI;US6907684038;;;0,010000000000;USD;17.11.2016 0:00:00;;;
299;Некотировальная часть Списка;Ecolab Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ECL;US2788651006;;;1,000000000000;USD;17.11.2016 0:00:00;;;
300;Некотировальная часть Списка;The Kroger Co.;;Акции;Акции иностранного эмитента  обыкновенные;KR;US5010441013;;;1,000000000000;USD;17.11.2016 0:00:00;;;
301;Некотировальная часть Списка;F5 Networks, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;FFIV;US3156161024;;;;;17.11.2016 0:00:00;;;
302;Некотировальная часть Списка;Mylan N.V.;;Акции;Акции иностранного эмитента  обыкновенные;MYL;NL0011031208;;;0,010000000000;EUR;17.11.2016 0:00:00;;;
303;Некотировальная часть Списка;International Flavors & Fragrances Inc.;;Акции;Акции иностранного эмитента  обыкновенные;IFF;US4595061015;;;0,125000000000;USD;17.11.2016 0:00:00;;;
304;Некотировальная часть Списка;The Hartford Financial Services Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HIG;US4165151048;;;0,010000000000;USD;17.11.2016 0:00:00;;;
305;Некотировальная часть Списка;SL Green Realty Corp.;;Акции;Акции иностранного эмитента  обыкновенные;SLG;US78440X1019;;;0,010000000000;USD;17.11.2016 0:00:00;;;
306;Некотировальная часть Списка;Becton, Dickinson and Company;;Акции;Акции иностранного эмитента  обыкновенные;BDX;US0758871091;;;1,000000000000;USD;17.11.2016 0:00:00;;;
307;Некотировальная часть Списка;Sealed Air Corporation;;Акции;Акции иностранного эмитента  обыкновенные;SEE;US81211K1007;;;0,100000000000;USD;17.11.2016 0:00:00;;;
308;Некотировальная часть Списка;Best Buy Co., Inc.;;Акции;Акции иностранного эмитента  обыкновенные;BBY;US0865161014;;;0,100000000000;USD;17.11.2016 0:00:00;;;
